REPORT_DISTRICT,REPORT_DISTNAME,REPORT_CHARTER_STATUS,BLANK_COLUMN,DISTRICT,SERVICE,SERVICEX,CTE_STUDENTS,CTE_HOURS,CTE_AVG,ALL_STUDENTS,ALL_HOURS,ALL_AVG
,,,,58909,3102530,STATISTICS,3,3,3,3,3,3
,,,,58909,3155600,MUSIC STUDIES-MUSIC APPREC. I,3,3,3,3,3,3
,,,,58909,3220300,ENGLISH III (ENG 3),9,27,3,9,27,3
,,,,58909,3220400,ENGLISH IV (ENG 4),3,3,3,3,3,3
,,,,58909,3240900,PUBLIC SPEAKING I (PUBSPKG1),11,33,3,14,42,3
,,,,58909,3330100,UNITED STATES GOVERNMENT (GOVT,3,3,3,3,3,3
,,,,58909,3340100,US HISTORY STUDIES SINCE 1877,9,36,4,9,36,4
,,,,58909,3350100,PSYCHOLOGY (PSYCH),3,12,4,7,21,3
,,,,58909,3370100,SOCIOLOGY (SOC),3,3,3,3,3,3
,,,,58909,13004900,CONSTRUCTION MANAGEMENT,6,18,3,6,18,3
,,,,58909,13005000,ADV CONSTR MGT,3,3,3,3,3,3
,,,,58909,13027800,DIGITAL & INTERACTIVE MEDIA,9,27,3,9,27,3
,,,,58909,13029200,"PRINC LAW, PUB SAFE,CORRT &SEC",3,3,3,3,3,3
,,,,58909,13029300,LAW ENFORCEMENT I,6,6,6,6,6,6
Total,,,,58909,,,56,210,3.8,65,237,3.6
,,,,58909,,,,,,,,
59901,HEREFORD ISD,TRADITIONAL ISD/CSD,,59901,3101100,PRECALCULUS (PRE CALC),38,210,5.5,39,216,5.5
,,,,59901,3310300,ECONOMICS W/EMPH FREE ENTERPR,45,135,3,51,153,3
,,,,59901,3440300,LANG O/T ENGLISH III - SPANISH,13,78,6,13,78,6
,,,,59901,13009900,PROFESSIONAL COMMUNICATIONS,28,84,3,28,84,3
,,,,59901,A3220200,AP ENGLISH LITERATURE AND COMP,41,246,6,46,273,5.9
,,,,59901,A3330100,AP U.S. GOVERNMENT & POLITICS,46,138,3,52,156,3
,,,,59901,A3340100,AP UNITED STATES HISTORY,40,237,5.9,40,237,5.9
Total,,,,59901,,,251,"1,128",4.5,269,"1,197",4.4
,,,,59901,,,,,,,,
60902,COOPER ISD,TRADITIONAL ISD/CSD,,60902,3220300,ENGLISH III (ENG 3),11,60,5.5,11,60,5.5
,,,,60902,3220400,ENGLISH IV (ENG 4),14,42,3,14,42,3
,,,,60902,3330100,UNITED STATES GOVERNMENT (GOVT,17,51,3,17,51,3
,,,,60902,3340100,US HISTORY STUDIES SINCE 1877,22,126,5.7,23,129,5.6
,,,,60902,3380002,SPEC TOPIC IN SOC STUD (1ST),12,36,3,12,36,3
,,,,60902,3380022,SPEC TOPIC IN SOC STUD (2ND),14,42,3,14,42,3
,,,,60902,3440200,LANG O/T ENGLISH II - SPANISH,15,45,3,15,45,3
,,,,60902,3440300,LANG O/T ENGLISH III - SPANISH,17,51,3,17,51,3
,,,,60902,13025200,COSMETOLOGY I,10,40,4,10,40,4
,,,,60902,13032400,ADVANCED WELDING,6,24,4,6,24,4
Total,,,,60902,,,115,517,4.5,116,520,4.5
,,,,60902,,,,,,,,
60914,FANNINDEL ISD,TRADITIONAL ISD/CSD,,60914,3102500,INDEP STUDY IN MATH (1ST TIME),6,18,3,6,18,3
,,,,60914,3220400,ENGLISH IV (ENG 4),7,21,3,7,21,3
,,,,60914,3310300,ECONOMICS W/EMPH FREE ENTERPR,3,12,4,3,12,4
,,,,60914,3330100,UNITED STATES GOVERNMENT (GOVT,3,12,4,3,12,4
Total,,,,60914,,,18,63,3.5,18,63,3.5
,,,,60914,,,,,,,,
61901,DENTON ISD,TRADITIONAL ISD/CSD,,61901,3101100,PRECALCULUS (PRE CALC),29,79,2.7,44,121,2.8
,,,,61901,3310300,ECONOMICS W/EMPH FREE ENTERPR,3,3,3,5,15,3
,,,,61901,3340100,US HISTORY STUDIES SINCE 1877,2,2,2,3.3,3.3,3.3
,,,,61901,13020500,PRACTICUM HEALTH SCIENCE,13,39,3,13,39,3
,,,,61901,A3010200,AP BIOLOGY,4,16,4,0,19,0
,,,,61901,A3100101,AP CALCULUS AB,2,2,2,2,2,2
,,,,61901,A3100200,AP STATISTICS (APSTATS),13,26,2,16,32,2
,,,,61901,A3220100,AP ENGLISH LANGUAGE AND COMP,48,134,2.8,71,203,2.9
,,,,61901,A3220200,AP ENGLISH LITERATURE AND COMP,52,146,2.8,68,190,2.8
,,,,61901,A3310200,AP MACROECONOMICS,18,54,3,22,66,3
,,,,61901,A3330100,AP U.S. GOVERNMENT & POLITICS,36,108,3,45,135,3
,,,,61901,A3340100,AP UNITED STATES HISTORY,37,109,2.9,53,157,3
Total,,,,61901,,,260,726,2.8,353,995,2.8
,,,,61901,,,,,,,,
61902,LEWISVILLE ISD,TRADITIONAL ISD/CSD,,61902,3102500,INDEP STUDY IN MATH (1ST TIME),6,24,4,10,36,3.6
,,,,61902,3102501,INDEP STUDY IN MATH (2ND TIME),3,3,3,3,3,3
,,,,61902,3220300,ENGLISH III (ENG 3),21,117,5.6,29,162,5.6
,,,,61902,3220400,ENGLISH IV (ENG 4),15,72,4.8,20,96,4.8
,,,,61902,3310300,ECONOMICS W/EMPH FREE ENTERPR,99,297,3,131,393,3
,,,,61902,3330100,UNITED STATES GOVERNMENT (GOVT,102,306,3,133,399,3
,,,,61902,3340100,US HISTORY STUDIES SINCE 1877,31,177,5.7,50,285,5.7
,,,,61902,3350100,PSYCHOLOGY (PSYCH),3,3,3,3,3,3
,,,,61902,3380032,SPEC TOPICS IN SOC STUD (3RD),3,3,3,3,3,3
,,,,61902,13016900,STAT & RISK MGT,3,3,3,3,3,3
,,,,61902,13020600,ANATOMY & PHYSIOLOGY,6,6,6,6,6,6
Total,,,,61902,,,280,"1,014",3.6,379,"1,392",3.7
,,,,61902,,,,,,,,
61905,KRUM ISD,TRADITIONAL ISD/CSD,,61905,3060200,EARTH AND SPACE SCIENCE (ESS),13,39,3,16,48,3
,,,,61905,3101100,PRECALCULUS (PRE CALC),3,3,3,3,3,3
,,,,61905,3102500,INDEP STUDY IN MATH (1ST TIME),3,3,3,3,3,3
,,,,61905,3220300,ENGLISH III (ENG 3),6,6,6,6,6,6
,,,,61905,3220400,ENGLISH IV (ENG 4),11,33,3,11,33,3
,,,,61905,3240900,PUBLIC SPEAKING I (PUBSPKG1),3,3,3,3,3,3
,,,,61905,3310300,ECONOMICS W/EMPH FREE ENTERPR,21,63,3,28,84,3
,,,,61905,3330100,UNITED STATES GOVERNMENT (GOVT,26,78,3,33,99,3
,,,,61905,3340100,US HISTORY STUDIES SINCE 1877,19,114,6,23,138,6
,,,,61905,3350100,PSYCHOLOGY (PSYCH),6,18,3,10,30,3
,,,,61905,3370100,SOCIOLOGY (SOC),3,12,4,6,24,4
,,,,61905,13011200,"PRINC OF BUSIN, MARK, & FINAN",3,3,3,3,3,3
,,,,61905,13020500,PRACTICUM HEALTH SCIENCE,1,1,1,1,1,1
,,,,61905,13020600,ANATOMY & PHYSIOLOGY,4,4,4,4,4,4
Total,,,,61905,,,105,388,3.7,134,487,3.6
,,,,61905,,,,,,,,
61906,PONDER ISD,TRADITIONAL ISD/CSD,,61906,3220300,ENGLISH III (ENG 3),36,198,5.5,38,210,5.5
,,,,61906,3220400,ENGLISH IV (ENG 4),15,78,5.2,15,78,5.2
,,,,61906,3310300,ECONOMICS W/EMPH FREE ENTERPR,16,48,3,16,48,3
,,,,61906,3330100,UNITED STATES GOVERNMENT (GOVT,11,33,3,11,33,3
,,,,61906,3340100,US HISTORY STUDIES SINCE 1877,37,201,5.4,39,213,5.5
Total,,,,61906,,,115,558,4.9,119,582,4.9
,,,,61906,,,,,,,,
61907,AUBREY ISD,TRADITIONAL ISD/CSD,,61907,3102500,INDEP STUDY IN MATH (1ST TIME),15,75,5,24,114,4.8
,,,,61907,3220300,ENGLISH III (ENG 3),18,93,5.2,35,177,5.1
,,,,61907,3220400,ENGLISH IV (ENG 4),24,123,5.1,31,159,5.1
,,,,61907,3241400,COMMUNICATION APPLICATIONS,14,42,3,18,54,3
,,,,61907,3310300,ECONOMICS W/EMPH FREE ENTERPR,19,57,3,32,96,3
,,,,61907,3330100,UNITED STATES GOVERNMENT (GOVT,28,84,3,44,132,3
,,,,61907,3340100,US HISTORY STUDIES SINCE 1877,30,171,5.7,54,312,5.8
,,,,61907,3350100,PSYCHOLOGY (PSYCH),3,12,4,10,-999,-99.9
,,,,61907,3380002,SPEC TOPIC IN SOC STUD (1ST),,0,,6,6,6
,,,,61907,3500110,ART I - ART APPRECIATION,17,51,3,27,81,3
,,,,61907,13037200,SCIENTIFIC RESEARCH & DESIGN,9,36,4,9,36,4
Total,,,,61907,,,176,744,4.2,283,"1,197",4.2
,,,,61907,,,,,,,,
61908,SANGER ISD,TRADITIONAL ISD/CSD,,61908,3220300,ENGLISH III (ENG 3),26,156,6,34,204,6
,,,,61908,3220400,ENGLISH IV (ENG 4),19,105,5.5,22,123,5.6
,,,,61908,3310301,ECONOMICS ADV STUDIES (1ST),12,36,3,15,45,3
,,,,61908,3330100,UNITED STATES GOVERNMENT (GOVT,12,36,3,15,45,3
,,,,61908,3340100,US HISTORY STUDIES SINCE 1877,21,126,6,29,174,6
Total,,,,61908,,,90,459,5.1,115,591,5.1
,,,,61908,,,,,,,,
61910,ARGYLE ISD,TRADITIONAL ISD/CSD,,61910,3102500,INDEP STUDY IN MATH (1ST TIME),11,60,5.5,35,198,5.7
,,,,61910,A3040000,AP CHEMISTRY,9,36,4,19,144,7.6
,,,,61910,A3100102,AP CALCULUS BC,8,32,4,15,104,6.9
,,,,61910,A3220100,AP ENGLISH LANGUAGE AND COMP,57,339,5.9,92,549,6
,,,,61910,A3220200,AP ENGLISH LITERATURE AND COMP,14,84,6,46,270,5.9
,,,,61910,A3310100,AP MICROECONOMICS,12,36,3,36,108,3
,,,,61910,A3310200,AP MACROECONOMICS,22,66,3,85,255,3
,,,,61910,A3330100,AP U.S. GOVERNMENT & POLITICS,28,84,3,106,318,3
,,,,61910,A3340100,AP UNITED STATES HISTORY,60,351,5.9,101,594,5.9
Total,,,,61910,,,214,"1,088",5.1,535,"2,540",4.7
,,,,61910,,,,,,,,
61911,NORTHWEST ISD,TRADITIONAL ISD/CSD,,61911,3010200,BIOLOGY (BIO),,0,,4,4,4
,,,,61911,3020000,ENVIRONMENTAL SYSTEMS-ENVIRSYS,,0,,4,4,4
,,,,61911,3101100,PRECALCULUS (PRE CALC),109,435,4,129,512,4
,,,,61911,3102500,INDEP STUDY IN MATH (1ST TIME),12,44,3.7,17,63,3.7
,,,,61911,3102501,INDEP STUDY IN MATH (2ND TIME),16,64,4,20,80,4
,,,,61911,3220300,ENGLISH III (ENG 3),85,489,5.8,104,600,5.8
,,,,61911,3220400,ENGLISH IV (ENG 4),95,543,5.7,128,726,5.7
,,,,61911,3241200,INDEP STUDY/SPEECH (1ST TIME),3,3,3,3,3,3
,,,,61911,3241210,INDEP STUDY/SPEECH (2ND TIME),15,45,3,15,45,3
,,,,61911,3241400,COMMUNICATION APPLICATIONS,9,27,3,11,33,3
,,,,61911,3310300,ECONOMICS W/EMPH FREE ENTERPR,11,33,3,17,51,3
,,,,61911,3330100,UNITED STATES GOVERNMENT (GOVT,21,63,3,27,81,3
,,,,61911,3340100,US HISTORY STUDIES SINCE 1877,10,30,3,9,36,4
,,,,61911,3350100,PSYCHOLOGY (PSYCH),20,60,3,26,78,3
,,,,61911,3380002,SPEC TOPIC IN SOC STUD (1ST),16,48,3,20,60,3
,,,,61911,3500110,ART I - ART APPRECIATION,20,60,3,26,78,3
,,,,61911,13022600,CULINARY ARTS,27,162,6,27,162,6
,,,,61911,13022700,PRACITCUM CULINARY ARTS,21,120,5.7,21,120,5.7
,,,,61911,13039400,AIRCRAFT TECHNOLOGY,4.5,4.5,4.5,4.5,4.5,4.5
,,,,61911,N1130021,METH OF ACAD &PRSONAL SCCESS I,27,81,3,30,90,3
Total,,,,61911,,,512,"2,316",4.5,629,"2,835",4.5
,,,,61911,,,,,,,,
61912,LAKE DALLAS ISD,TRADITIONAL ISD/CSD,,61912,3010200,BIOLOGY (BIO),3,3,3,3,3,3
,,,,61912,3102500,INDEP STUDY IN MATH (1ST TIME),9,27,3,13,39,3
,,,,61912,3102501,INDEP STUDY IN MATH (2ND TIME),3,3,3,3,12,4
,,,,61912,3155600,MUSIC STUDIES-MUSIC APPREC. I,3,3,3,3,12,4
,,,,61912,3220300,ENGLISH III (ENG 3),14,42,3,14,42,3
,,,,61912,3220400,ENGLISH IV (ENG 4),11,63,5.7,15,87,5.8
,,,,61912,3240900,PUBLIC SPEAKING I (PUBSPKG1),33,99,3,39,117,3
,,,,61912,3250100,"THEATRE I, THEATRE ARTS I",4.5,4.5,4.5,5,15,3
,,,,61912,3310300,ECONOMICS W/EMPH FREE ENTERPR,11,33,3,14,42,3
,,,,61912,3330100,UNITED STATES GOVERNMENT (GOVT,10,30,3,14,42,3
,,,,61912,3340100,US HISTORY STUDIES SINCE 1877,13,63,4.8,16,78,4.9
,,,,61912,3350100,PSYCHOLOGY (PSYCH),15,45,3,21,63,3
,,,,61912,3370100,SOCIOLOGY (SOC),3,3,3,3,3,3
,,,,61912,3380002,SPEC TOPIC IN SOC STUD (1ST),3,12,4,7,21,3
,,,,61912,3380022,SPEC TOPIC IN SOC STUD (2ND),,0,,3,3,3
,,,,61912,3500100,ART I (ART 1),3,3,3,3,3,3
,,,,61912,3500110,ART I - ART APPRECIATION,3,3,3,3,3,3
,,,,61912,13020500,PRACTICUM HEALTH SCIENCE,3,3,3,3,3,3
,,,,61912,13020600,ANATOMY & PHYSIOLOGY,6,24,4,6,24,4
,,,,61912,13029900,FIREFIGHTER I,14,84,6,14,84,6
,,,,61912,A3310100,AP MICROECONOMICS,3,3,3,3,3,3
,,,,61912,N1290050,COLLEGE TRANSITION,31,93,3,33,99,3
,,,,61912,N1302093,HUMAN BODY SYSTEMS,3,3,3,3,3,3
,,,,61912,N1303015,EMERGENCY MED TECHNICIAN-BASIC,3,3,3,3,3,3
Total,,,,61912,,,181,666,3.7,223,810,3.6
,,,,61912,,,,,,,,
61914,LITTLE ELM ISD,TRADITIONAL ISD/CSD,,61914,3101100,PRECALCULUS (PRE CALC),67,399,6,90,528,5.9
,,,,61914,3102500,INDEP STUDY IN MATH (1ST TIME),3,3,3,3,3,3
,,,,61914,3102501,INDEP STUDY IN MATH (2ND TIME),3,3,3,3,3,3
,,,,61914,3102530,STATISTICS,21,126,6,30,180,6
,,,,61914,3220300,ENGLISH III (ENG 3),10,30,3,9,36,4
,,,,61914,3220400,ENGLISH IV (ENG 4),53,306,5.8,73,426,5.8
,,,,61914,3310300,ECONOMICS W/EMPH FREE ENTERPR,6,18,3,9,27,3
,,,,61914,3330100,UNITED STATES GOVERNMENT (GOVT,7,21,3,12,36,3
,,,,61914,3340100,US HISTORY STUDIES SINCE 1877,11,33,3,13,39,3
,,,,61914,3350100,PSYCHOLOGY (PSYCH),3,3,3,3,3,3
,,,,61914,13037500,PRINCIPLES OF ENGINEERING,22,86,3.9,22,86,3.9
,,,,61914,N1303742,INTRO TO ENGIN DESIGN (PLTW),109,642,5.9,109,642,5.9
,,,,61914,N1303747,CIVIL ENG & ARCHITECTUR (PLTW),44,264,6,44,264,6
,,,,61914,N1303749,ENG DESIGN & DEVELOP (PLTW),10,30,3,10,30,3
Total,,,,61914,,,350,"1,970",5.6,414,"2,315",5.6
,,,,61914,,,,,,,,
62901,CUERO ISD,TRADITIONAL ISD/CSD,,62901,3102500,INDEP STUDY IN MATH (1ST TIME),10,30,3,9,36,4
,,,,62901,3102502,INDEPEND STUDY MATH,5,15,3,5,15,3
,,,,62901,3220400,ENGLISH IV (ENG 4),27,144,5.3,33,180,5.5
,,,,62901,3310300,ECONOMICS W/EMPH FREE ENTERPR,10,30,3,17,51,3
,,,,62901,3330100,UNITED STATES GOVERNMENT (GOVT,14,42,3,21,63,3
,,,,62901,3340100,US HISTORY STUDIES SINCE 1877,27,162,6,29,174,6
,,,,62901,3380001,SOCIAL STD ADV STDYS (1ST TME),6,24,4,12,36,3
Total,,,,62901,,,101,447,4.4,129,555,4.3
,,,,62901,,,,,,,,
62902,NORDHEIM ISD,TRADITIONAL ISD/CSD,,62902,3220300,ENGLISH III (ENG 3),3,3,3,3,3,3
Total,,,,62902,,,3,3,3,3,3,3
,,,,62902,,,,,,,,
62903,YOAKUM ISD,TRADITIONAL ISD/CSD,,62903,3220400,ENGLISH IV (ENG 4),20,81,4.1,21,87,4.1
,,,,62903,3330100,UNITED STATES GOVERNMENT (GOVT,13,39,3,10,48,4.8
,,,,62903,3340100,US HISTORY STUDIES SINCE 1877,14,78,5.6,25,138,5.5
,,,,62903,3350100,PSYCHOLOGY (PSYCH),11,33,3,20,60,3
,,,,62903,3370100,SOCIOLOGY (SOC),13,39,3,23,69,3
Total,,,,62903,,,66,270,4.1,99,402,4.1
,,,,62903,,,,,,,,
62904,YORKTOWN ISD,TRADITIONAL ISD/CSD,,62904,3220300,ENGLISH III (ENG 3),10,33,3.3,11,39,3.5
,,,,62904,3220400,ENGLISH IV (ENG 4),9,27,3,9,27,3
,,,,62904,3241400,COMMUNICATION APPLICATIONS,3,3,3,3,3,3
,,,,62904,3310300,ECONOMICS W/EMPH FREE ENTERPR,3,3,3,3,3,3
,,,,62904,3330100,UNITED STATES GOVERNMENT (GOVT,3,12,4,3,12,4
,,,,62904,3340100,US HISTORY STUDIES SINCE 1877,3,12,4,3,12,4
,,,,62904,3350100,PSYCHOLOGY (PSYCH),3,3,3,3,3,3
Total,,,,62904,,,26,99,3.8,27,105,3.9
,,,,62904,,,,,,,,
63903,SPUR ISD,TRADITIONAL ISD/CSD,,63903,3102500,INDEP STUDY IN MATH (1ST TIME),12,48,4,12,48,4
,,,,63903,3220300,ENGLISH III (ENG 3),6,24,4,6,24,4
,,,,63903,3220400,ENGLISH IV (ENG 4),10,51,5.1,10,51,5.1
,,,,63903,3221600,HUMANITIES (FIRST TIME TAKEN),3,3,3,3,3,3
,,,,63903,3310300,ECONOMICS W/EMPH FREE ENTERPR,9,27,3,9,27,3
,,,,63903,3330100,UNITED STATES GOVERNMENT (GOVT,9,27,3,9,27,3
,,,,63903,3340100,US HISTORY STUDIES SINCE 1877,9,36,4,9,36,4
,,,,63903,3380001,SOCIAL STD ADV STDYS (1ST TME),5.3,5.3,5.3,5.3,5.3,5.3
Total,,,,63903,,,52,237,4.6,52,237,4.6
,,,,63903,,,,,,,,
63906,PATTON SPRINGS ISD,TRADITIONAL ISD/CSD,,63906,3102500,INDEP STUDY IN MATH (1ST TIME),6,6,6,6,6,6
,,,,63906,3155600,MUSIC STUDIES-MUSIC APPREC. I,3,3,3,3,3,3
,,,,63906,3220300,ENGLISH III (ENG 3),,0,,6,6,6
,,,,63906,3220400,ENGLISH IV (ENG 4),6,6,6,6,6,6
,,,,63906,3310300,ECONOMICS W/EMPH FREE ENTERPR,3,3,3,3,3,3
,,,,63906,3330100,UNITED STATES GOVERNMENT (GOVT,3,3,3,3,3,3
,,,,63906,3350100,PSYCHOLOGY (PSYCH),,0,,3,3,3
,,,,63906,3370100,SOCIOLOGY (SOC),,0,,3,3,3
,,,,63906,3380001,SOCIAL STD ADV STDYS (1ST TME),3,3,3,3,3,3
,,,,63906,13024500,LIFETIME NUTRIT & WELLNSS,3,3,3,3,3,3
,,,,63906,13024700,CHILD DEVELOPMENT,3,3,3,3,3,3
Total,,,,63906,,,11,33,3,12,45,3.8
,,,,63906,,,,,,,,
64903,CARRIZO SPRINGS CISD,TRADITIONAL ISD/CSD,,64903,3102501,INDEP STUDY IN MATH (2ND TIME),34,183,5.4,37,195,5.3
,,,,64903,3102502,INDEPEND STUDY MATH,9,27,3,10,30,3
,,,,64903,3153000,MUSIC I - JAZZ IMPROVISATION I,6,24,4,11,33,3
,,,,64903,3220400,ENGLISH IV (ENG 4),35,210,6,37,222,6
,,,,64903,3221600,HUMANITIES (FIRST TIME TAKEN),20,60,3,30,90,3
,,,,64903,3241200,INDEP STUDY/SPEECH (1ST TIME),3,3,3,13,39,3
,,,,64903,3241210,INDEP STUDY/SPEECH (2ND TIME),3,3,3,3,3,3
,,,,64903,3310300,ECONOMICS W/EMPH FREE ENTERPR,16,48,3,17,51,3
,,,,64903,3330100,UNITED STATES GOVERNMENT (GOVT,15,45,3,16,48,3
,,,,64903,3340100,US HISTORY STUDIES SINCE 1877,17,99,5.8,24,141,5.9
,,,,64903,3350100,PSYCHOLOGY (PSYCH),19,57,3,22,66,3
,,,,64903,3370100,SOCIOLOGY (SOC),,0,,3,3,3
,,,,64903,3380002,SPEC TOPIC IN SOC STUD (1ST),31,93,3,36,108,3
,,,,64903,3580140,FUNDAMENTALS OF COMP SCIENCE,21,63,3,28,84,3
Total,,,,64903,,,231,933,4,281,"1,113",4
,,,,64903,,,,,,,,
65901,CLARENDON ISD,TRADITIONAL ISD/CSD,,65901,3101100,PRECALCULUS (PRE CALC),10,60,6,11,66,6
,,,,65901,3102530,STATISTICS,6,18,3,6,18,3
,,,,65901,3220300,ENGLISH III (ENG 3),15,45,3,10,57,5.7
,,,,65901,3220400,ENGLISH IV (ENG 4),14,42,3,14,42,3
,,,,65901,3310300,ECONOMICS W/EMPH FREE ENTERPR,11,33,3,11,33,3
,,,,65901,3330100,UNITED STATES GOVERNMENT (GOVT,12,36,3,12,36,3
,,,,65901,3340100,US HISTORY STUDIES SINCE 1877,18,54,3,11,66,6
,,,,65901,3350100,PSYCHOLOGY (PSYCH),6,18,3,6,18,3
,,,,65901,3500110,ART I - ART APPRECIATION,3,3,3,3,3,3
,,,,65901,13004900,CONSTRUCTION MANAGEMENT,2,2,2,2,2,2
Total,,,,65901,,,72,314,4.4,77,344,4.5
,,,,65901,,,,,,,,
65902,HEDLEY ISD,TRADITIONAL ISD/CSD,,65902,3102500,INDEP STUDY IN MATH (1ST TIME),11,30,2.7,11,30,2.7
,,,,65902,3220300,ENGLISH III (ENG 3),1,1,1,1,1,1
,,,,65902,3340100,US HISTORY STUDIES SINCE 1877,2,2,2,2,2,2
,,,,65902,13020600,ANATOMY & PHYSIOLOGY,13,26,2,13,26,2
Total,,,,65902,,,28,62,2.2,28,62,2.2
,,,,65902,,,,,,,,
66902,SAN DIEGO ISD,TRADITIONAL ISD/CSD,,66902,3101100,PRECALCULUS (PRE CALC),3,3,3,3,3,3
,,,,66902,3102530,STATISTICS,3,3,3,3,3,3
,,,,66902,3220300,ENGLISH III (ENG 3),21,102,4.9,28,144,5.1
,,,,66902,3220400,ENGLISH IV (ENG 4),16,72,4.5,16,72,4.5
,,,,66902,3221500,LITERARY GENRES (LIT GENR),16,48,3,16,48,3
,,,,66902,3221600,HUMANITIES (FIRST TIME TAKEN),3,3,3,3,3,3
,,,,66902,3241100,PUBLIC SPEAKING III (PUBSPKG3),89,267,3,90,270,3
,,,,66902,3241200,INDEP STUDY/SPEECH (1ST TIME),3,3,3,3,3,3
,,,,66902,3310300,ECONOMICS W/EMPH FREE ENTERPR,15,45,3,15,45,3
,,,,66902,3330100,UNITED STATES GOVERNMENT (GOVT,20,87,4.4,27,126,4.7
,,,,66902,3340100,US HISTORY STUDIES SINCE 1877,3,12,4,3,12,4
,,,,66902,3350100,PSYCHOLOGY (PSYCH),6,24,4,6,24,4
,,,,66902,3370100,SOCIOLOGY (SOC),3,3,3,3,3,3
,,,,66902,3810200,ADVANCED HEALTH EDUCATION,88,264,3,88,264,3
,,,,66902,12701300,CAREER PREPARATION I,76,228,3,76,228,3
,,,,66902,13008200,PRINC ARTS/AUD VID TECH & COMM,104,312,3,104,312,3
,,,,66902,13008800,GRAPHIC DESIGN & ILLUSTRATION,46,204,4.4,46,204,4.4
,,,,66902,13008900,ADV GRAPHIC DESIGN & ILLUST,16,60,3.8,16,60,3.8
,,,,66902,13009100,COMMERCIAL PHOTOGRAPHY,14,42,3,14,42,3
,,,,66902,13011400,BUSIN INFO MGT I,97,291,3,97,291,3
,,,,66902,13020300,MEDICAL TERMINOLOGY,24,72,3,24,72,3
,,,,66902,13020500,PRACTICUM HEALTH SCIENCE,23,69,3,23,69,3
,,,,66902,13020510,PRACTICUM HEALTH SCIENCE II,23,23,1,23,23,1
,,,,66902,13023000,FOOD SCIENCE,21,21,1,21,21,1
,,,,66902,13024700,CHILD DEVELOPMENT,18,18,1,18,18,1
,,,,66902,13029500,FORENSIC SCIENCE,22,231,10.5,22,231,10.5
,,,,66902,IHE11100,MATH-INST OF HIGHER EDU ENDRSD,6,18,3,6,18,3
,,,,66902,IHE11200,SCIENCE-INST OF HIGH ED ENDRSD,31,102,3.3,31,102,3.3
Total,,,,66902,,,805,"2,636",3.3,820,"2,720",3.3
,,,,66902,,,,,,,,
66903,FREER ISD,TRADITIONAL ISD/CSD,,66903,13032400,ADVANCED WELDING,10,30,3,10,30,3
Total,,,,66903,,,10,30,3,10,30,3
,,,,66903,,,,,,,,
67902,CISCO ISD,TRADITIONAL ISD/CSD,,67902,3010200,BIOLOGY (BIO),10,30,3,10,30,3
,,,,67902,3101100,PRECALCULUS (PRE CALC),15,45,3,15,45,3
,,,,67902,3220300,ENGLISH III (ENG 3),19,114,6,20,120,6
,,,,67902,3220400,ENGLISH IV (ENG 4),21,120,5.7,21,120,5.7
,,,,67902,3310300,ECONOMICS W/EMPH FREE ENTERPR,14,42,3,14,42,3
,,,,67902,3330100,UNITED STATES GOVERNMENT (GOVT,18,54,3,18,54,3
,,,,67902,3340100,US HISTORY STUDIES SINCE 1877,23,135,5.9,25,147,5.9
,,,,67902,13005700,ADV ELECTRICAL TECHNOLOGY,6,18,3,6,18,3
,,,,67902,13005800,HVAC & REFRIGERATION TECH,7,21,3,7,21,3
,,,,67902,13022600,CULINARY ARTS,6,6,6,6,6,6
,,,,67902,13027800,DIGITAL & INTERACTIVE MEDIA,6,6,6,6,6,6
Total,,,,67902,,,130,591,4.5,133,609,4.6
,,,,67902,,,,,,,,
67903,EASTLAND ISD,TRADITIONAL ISD/CSD,,67903,3101100,PRECALCULUS (PRE CALC),4,4,4,4,4,4
,,,,67903,3102500,INDEP STUDY IN MATH (1ST TIME),16,48,3,16,48,3
,,,,67903,3155400,MUSIC STUDIES - MUSIC THEORY I,15,45,3,16,48,3
,,,,67903,3220300,ENGLISH III (ENG 3),38,210,5.5,40,219,5.5
,,,,67903,3220400,ENGLISH IV (ENG 4),20,78,3.9,20,78,3.9
,,,,67903,3221100,RESEARCH/TECHNICAL WRITING,3,3,3,3,3,3
,,,,67903,3310301,ECONOMICS ADV STUDIES (1ST),32,95,3,32,95,3
,,,,67903,3330100,UNITED STATES GOVERNMENT (GOVT,26,78,3,26,78,3
,,,,67903,3340100,US HISTORY STUDIES SINCE 1877,38,219,5.8,40,231,5.8
,,,,67903,3340107,US HISTORY STUDIES SINCE 1877,3,3,3,3,3,3
,,,,67903,3340400,WORLD HISTORY STUDIES (W HIST),23,129,5.6,24,135,5.6
,,,,67903,3350100,PSYCHOLOGY (PSYCH),28,87,3.1,30,93,3.1
,,,,67903,3370100,SOCIOLOGY (SOC),0,23,0,0,23,0
,,,,67903,3380001,SOCIAL STD ADV STDYS (1ST TME),16,48,3,16,48,3
,,,,67903,3380002,SPEC TOPIC IN SOC STUD (1ST),17,51,3,19,57,3
,,,,67903,3440200,LANG O/T ENGLISH II - SPANISH,20,132,6.6,21,140,6.7
,,,,67903,3500110,ART I - ART APPRECIATION,32,96,3,33,99,3
,,,,67903,13005600,ELECTRICAL TECHNOLOGY,3,12,4,3,12,4
,,,,67903,13005800,HVAC & REFRIGERATION TECH,3,12,4,3,12,4
,,,,67903,13009900,PROFESSIONAL COMMUNICATIONS,41,123,3,41,123,3
