REPORT_DISTRICT,REPORT_DISTNAME,REPORT_CHARTER_STATUS,BLANK_COLUMN,DISTRICT,SERVICE,SERVICEX,CTE_STUDENTS,CTE_HOURS,CTE_AVG,ALL_STUDENTS,ALL_HOURS,ALL_AVG
,,,,1906,3370100,SOCIOLOGY (SOC),3,3,3,3,3,3
,,,,1906,3380001,SOCIAL STD ADV STDYS (1ST TME),3,3,3,3,3,3
,,,,1906,3500100,ART I (ART 1),11,33,3,12,36,3
,,,,1906,3500600,"ART II, PAINTING I",3,3,3,3,3,3
,,,,1906,13011400,BUSIN INFO MGT I,3,3,3,3,3,3
Total,,,,1906,,,68,267,3.9,73,285,3.9
,,,,1906,,,,,,,,
1907,PALESTINE ISD,TRADITIONAL ISD/CSD,,1907,3102500,INDEP STUDY IN MATH (1ST TIME),17,115,6.8,17,115,6.8
,,,,1907,3102510,ADVANCED QUANT REASONING,40,228,5.7,42,240,5.7
,,,,1907,3155400,MUSIC STUDIES - MUSIC THEORY I,57,171,3,68,204,3
,,,,1907,3220300,ENGLISH III (ENG 3),22,132,6,22,132,6
,,,,1907,3220400,ENGLISH IV (ENG 4),10,57,5.7,10,57,5.7
,,,,1907,3310300,ECONOMICS W/EMPH FREE ENTERPR,45,135,3,56,168,3
,,,,1907,3330100,UNITED STATES GOVERNMENT (GOVT,10,30,3,10,30,3
,,,,1907,3340100,US HISTORY STUDIES SINCE 1877,60,351,5.9,60,351,5.9
,,,,1907,3350100,PSYCHOLOGY (PSYCH),3,12,4,3,12,4
,,,,1907,3440300,LANG O/T ENGLISH III - SPANISH,45,348,7.7,45,348,7.7
,,,,1907,3500100,ART I (ART 1),3,3,3,3,3,3
,,,,1907,13009900,PROFESSIONAL COMMUNICATIONS,3,3,3,3,3,3
,,,,1907,13020600,ANATOMY & PHYSIOLOGY,32,252,7.9,32,252,7.9
,,,,1907,13025200,COSMETOLOGY I,17,51,3,17,51,3
,,,,1907,13025300,COSMETOLOGY II,11,66,6,11,66,6
,,,,1907,A3010200,AP BIOLOGY,15,116,7.7,17,132,7.8
,,,,1907,A3040000,AP CHEMISTRY,11,88,8,11,88,8
,,,,1907,A3220100,AP ENGLISH LANGUAGE AND COMP,42,249,5.9,42,249,5.9
,,,,1907,A3220200,AP ENGLISH LITERATURE AND COMP,53,312,5.9,55,324,5.9
,,,,1907,PES00015,SUBSTITUTION ACADEMIC ELECTIVE,3,3,3,3,3,3
Total,,,,1907,,,488,"2,728",5.6,516,"2,834",5.5
,,,,1907,,,,,,,,
1908,WESTWOOD ISD,TRADITIONAL ISD/CSD,,1908,3102502,INDEPEND STUDY MATH,7,21,3,10,33,3.3
,,,,1908,3220300,ENGLISH III (ENG 3),17,96,5.6,20,114,5.7
,,,,1908,3220400,ENGLISH IV (ENG 4),20,114,5.7,23,132,5.7
,,,,1908,3241400,COMMUNICATION APPLICATIONS,3,3,3,5,15,3
,,,,1908,3310300,ECONOMICS W/EMPH FREE ENTERPR,18,54,3,21,63,3
,,,,1908,3330100,UNITED STATES GOVERNMENT (GOVT,18,54,3,21,63,3
,,,,1908,3340100,US HISTORY STUDIES SINCE 1877,17,96,5.6,20,114,5.7
,,,,1908,3350100,PSYCHOLOGY (PSYCH),6,18,3,9,27,3
,,,,1908,3380022,SPEC TOPIC IN SOC STUD (2ND),3,12,4,6,18,3
,,,,1908,3500100,ART I (ART 1),3,3,3,6,18,3
Total,,,,1908,,,112,480,4.3,141,597,4.2
,,,,1908,,,,,,,,
1909,SLOCUM ISD,TRADITIONAL ISD/CSD,,1909,3220300,ENGLISH III (ENG 3),7,21,3,7,21,3
,,,,1909,3220400,ENGLISH IV (ENG 4),19,63,3.3,20,66,3.3
,,,,1909,3240900,PUBLIC SPEAKING I (PUBSPKG1),3,3,3,3,3,3
,,,,1909,3250200,"THEATRE II, THEATRE ARTS II",7,21,3,7,21,3
,,,,1909,3330100,UNITED STATES GOVERNMENT (GOVT,23,69,3,24,72,3
,,,,1909,3340100,US HISTORY STUDIES SINCE 1877,15,81,5.4,16,87,5.4
,,,,1909,3350100,PSYCHOLOGY (PSYCH),3,3,3,3,3,3
,,,,1909,3370100,SOCIOLOGY (SOC),6,24,4,6,24,4
,,,,1909,3380001,SOCIAL STD ADV STDYS (1ST TME),3,3,3,3,3,3
,,,,1909,3500300,ART III,3,3,3,3,3,3
,,,,1909,3500500,"ART II, DRAWING I",3,3,3,3,3,3
,,,,1909,13014300,HUMAN GROWTH & DEVELOP,3,3,3,3,3,3
Total,,,,1909,,,91,318,3.5,94,330,3.5
,,,,1909,,,,,,,,
2901,ANDREWS ISD,TRADITIONAL ISD/CSD,,2901,3102502,INDEPEND STUDY MATH,22,65,3,37,110,3
,,,,2901,3102530,STATISTICS,22,66,3,37,110,3
,,,,2901,3220300,ENGLISH III (ENG 3),62,357,5.8,79,453,5.7
,,,,2901,3220400,ENGLISH IV (ENG 4),17,93,5.5,31,171,5.5
,,,,2901,3240900,PUBLIC SPEAKING I (PUBSPKG1),27,81,3,35,105,3
,,,,2901,3330100,UNITED STATES GOVERNMENT (GOVT,18,54,3,38,114,3
,,,,2901,3350100,PSYCHOLOGY (PSYCH),32,96,3,39,117,3
,,,,2901,3370100,SOCIOLOGY (SOC),3,12,4,7,21,3
,,,,2901,3380001,SOCIAL STD ADV STDYS (1ST TME),12,88,7.3,13,94,7.2
,,,,2901,3380002,SPEC TOPIC IN SOC STUD (1ST),,0,,3,3,3
,,,,2901,13016600,ACCOUNTING I,6,6,6,6,6,6
,,,,2901,13020300,MEDICAL TERMINOLOGY,9,27,3,9,27,3
,,,,2901,13020600,ANATOMY & PHYSIOLOGY,7,28,4,17,51,3
,,,,2901,13025000,PRACTICUM IN HUMAN SVCS 1ST TM,0,25,0,35,70,2
,,,,2901,13025010,PRACTICUM IN HUMAN SVCS 2ND TM,5,15,3,10,30,3
,,,,2901,13029200,"PRINC LAW, PUB SAFE,CORRT &SEC",3,3,3,3,3,3
,,,,2901,13029600,COURT SYS & PRACTICES,3,12,4,3,12,4
,,,,2901,13030110,"PRC LAW,PUBSFT,COR&SFTY 2ND TM",3,3,3,3,3,3
,,,,2901,13032500,PRECISION METAL MNUFACTURNG I,4,4,4,4,4,4
,,,,2901,13032600,PRECISION METAL MNUFACTURNG II,4,4,4,4,4,4
,,,,2901,13037200,SCIENTIFIC RESEARCH & DESIGN,3,3,3,3,3,3
Total,,,,2901,,,249,"1,054",4.2,362,"1,523",4.2
,,,,2901,,,,,,,,
3801,PINEYWOODS COMMUNITY ACADEMY,OPEN ENROLLMENT CHARTER,,3801,3220300,ENGLISH III (ENG 3),17,17,1,25,25,1
,,,,3801,3241400,COMMUNICATION APPLICATIONS,1,1,1,17,17,1
,,,,3801,3250100,"THEATRE I, THEATRE ARTS I",1,1,1,1,1,1
,,,,3801,3310300,ECONOMICS W/EMPH FREE ENTERPR,15,15,1,19,19,1
,,,,3801,3320100,WORLD GEOGRAPHY STUDIES (W GEO,,0,,1,1,1
,,,,3801,3330100,UNITED STATES GOVERNMENT (GOVT,12,12,1,19,19,1
,,,,3801,3340400,WORLD HISTORY STUDIES (W HIST),13,13,1,35,35,1
,,,,3801,3350100,PSYCHOLOGY (PSYCH),1,1,1,1,1,1
,,,,3801,3370100,SOCIOLOGY (SOC),1,1,1,1,1,1
,,,,3801,3380001,SOCIAL STD ADV STDYS (1ST TME),1,1,1,1,1,1
,,,,3801,3380021,SOCIAL STD ADV STDYS (2ND TME),1,1,1,1,1,1
,,,,3801,3380022,SPEC TOPIC IN SOC STUD (2ND),1,1,1,1,1,1
,,,,3801,3440100,LANG O/T ENGLISH I - SPANISH,1,1,1,1,1,1
,,,,3801,3500110,ART I - ART APPRECIATION,1,1,1,1,1,1
,,,,3801,13014300,HUMAN GROWTH & DEVELOP,1,1,1,1,1,1
,,,,3801,13020300,MEDICAL TERMINOLOGY,1,1,1,1,1,1
,,,,3801,13036700,ENGINEERING MATHEMATICS,1,1,1,1,1,1
,,,,3801,13037200,SCIENTIFIC RESEARCH & DESIGN,1,1,1,1,1,1
Total,,,,3801,,,85,85,1,154,154,1
,,,,3801,,,,,,,,
3902,HUDSON ISD,TRADITIONAL ISD/CSD,,3902,3102500,INDEP STUDY IN MATH (1ST TIME),26,78,3,29,87,3
,,,,3902,3102501,INDEP STUDY IN MATH (2ND TIME),3,3,3,3,3,3
,,,,3902,3102530,STATISTICS,23,114,5,27,138,5.1
,,,,3902,3155600,MUSIC STUDIES-MUSIC APPREC. I,31,92,3,37,110,3
,,,,3902,3220400,ENGLISH IV (ENG 4),57,267,4.7,60,276,4.6
,,,,3902,3221800,INDEP STUDY/ENGLISH (1ST TIME),3,3,3,3,3,3
,,,,3902,3241400,COMMUNICATION APPLICATIONS,24,72,3,29,87,3
,,,,3902,3250100,"THEATRE I, THEATRE ARTS I",6,18,3,7,21,3
,,,,3902,3320100,WORLD GEOGRAPHY STUDIES (W GEO,3,3,3,3,3,3
,,,,3902,3330100,UNITED STATES GOVERNMENT (GOVT,42,126,3,45,135,3
,,,,3902,3340100,US HISTORY STUDIES SINCE 1877,27,170,6.3,30,192,6.4
,,,,3902,3350100,PSYCHOLOGY (PSYCH),23,69,3,23,69,3
,,,,3902,3370100,SOCIOLOGY (SOC),29,87,3,31,93,3
,,,,3902,3380002,SPEC TOPIC IN SOC STUD (1ST),24,72,3,26,78,3
,,,,3902,3500110,ART I - ART APPRECIATION,5,15,3,6,18,3
,,,,3902,13004800,PRCTM ARCHITECTURE DSGN 1ST TM,3,3,3,3,3,3
,,,,3902,13005600,ELECTRICAL TECHNOLOGY I,3,3,3,3,3,3
,,,,3902,13016600,ACCOUNTING I,3,3,3,3,3,3
,,,,3902,13016700,ACCOUNTING II,3,3,3,3,3,3
,,,,3902,13020500,PRCTM IN HLTH SCIENCE 1ST TIME,27,204,7.6,27,204,7.6
,,,,3902,13020510,PRCTM IN HLTH SCIENCE 2ND TIME,4,4,4,4,4,4
,,,,3902,13024700,CHILD DEVELOPMENT,5,15,3,5,15,3
,,,,3902,13032200,PRINCIPLES OF MANUFACTURING,6,6,6,6,6,6
,,,,3902,13032500,PRECISION METAL MNUFACTURNG I,3,3,3,3,3,3
,,,,3902,13037200,SCIENTIFIC RESEARCH & DESIGN,16,64,4,12,88,7.3
,,,,3902,13037210,SCIENTIFIC RESEARCH & DESGN II,4,4,4,4,4,4
,,,,3902,13040455,PRAC/EXT PRAC TRNS SYS 1ST TME,10,40,4,10,40,4
,,,,3902,CP110100,COLGE PREP CRSE ENGL LANG ARTS,16,148,9.3,16,148,9.3
,,,,3902,LD11110A,LOCALLY DVELOPED MATHEMATICS A,7,21,3,7,21,3
,,,,3902,N1303014,LEGAL RESEARCH AND WRITING,3,12,4,3,12,4
,,,,3902,PES00054,AEROBIC ACTIVITIES,3,3,3,3,3,3
Total,,,,3902,,,402,"1,742",4.3,438,"1,890",4.3
,,,,3902,,,,,,,,
3903,LUFKIN ISD,TRADITIONAL ISD/CSD,,3903,3102500,INDEP STUDY IN MATH (1ST TIME),27,162,6,30,180,6
,,,,3903,3220400,ENGLISH IV (ENG 4),74,864,11.7,83,972,11.7
,,,,3903,3241000,PUBLIC SPEAKING II (PUBSPKG2),6,6,6,6,6,6
,,,,3903,3340100,US HISTORY STUDIES SINCE 1877,65,765,11.8,69,813,11.8
,,,,3903,3500100,ART I (ART 1),38,228,6,40,240,6
,,,,3903,13004600,ARCHITECTURAL DESIGN I,26,196,7.5,26,196,7.5
,,,,3903,13004700,ARCHITECTURAL DESIGN II,13,165,12.7,13,165,12.7
,,,,3903,13009200,COMMERCIAL PHOTOGRAPHY II,14,84,6,14,84,6
,,,,3903,13009900,PROFESSIONAL COMMUNICATIONS,44,264,6,44,264,6
,,,,3903,13020600,ANATOMY & PHYSIOLOGY,21,126,6,21,126,6
,,,,3903,13024200,PRINCIPLES OF HUMAN SVCS,3,3,3,3,3,3
,,,,3903,13024600,COUNSEL & MENTAL HEALTH,3,3,3,3,3,3
,,,,3903,13027300,COMPUTER MAINTENANCE,38,228,6,38,228,6
,,,,3903,13027400,NETWORKING,10,60,6,10,60,6
,,,,3903,13032300,WELDING I,13,75,5.8,13,75,5.8
,,,,3903,13032400,WELDING II,13,72,5.5,13,72,5.5
Total,,,,3903,,,399,"3,301",8.3,417,"3,487",8.4
,,,,3903,,,,,,,,
3904,HUNTINGTON ISD,TRADITIONAL ISD/CSD,,3904,3100500,ALGEBRA I (ALG 1),7,21,3,7,21,3
,,,,3904,3102500,INDEP STUDY IN MATH (1ST TIME),,0,,3,3,3
,,,,3904,3102530,STATISTICS,3,3,3,3,3,3
,,,,3904,3152500,"MUSIC I, APPLIED MUSIC I",3,12,4,3,12,4
,,,,3904,3220400,ENGLISH IV (ENG 4),48,270,5.6,50,276,5.5
,,,,3904,3241400,COMMUNICATION APPLICATIONS,34,102,3,36,108,3
,,,,3904,3250100,"THEATRE I, THEATRE ARTS I",6,18,3,6,18,3
,,,,3904,3310300,ECONOMICS W/EMPH FREE ENTERPR,3,3,3,3,3,3
,,,,3904,3320100,WORLD GEOGRAPHY STUDIES (W GEO,3,12,4,3,12,4
,,,,3904,3330100,UNITED STATES GOVERNMENT (GOVT,45,189,4.2,46,192,4.2
,,,,3904,3340100,US HISTORY STUDIES SINCE 1877,62,327,5.3,63,333,5.3
,,,,3904,3350100,PSYCHOLOGY (PSYCH),38,117,3.1,38,117,3.1
,,,,3904,3370100,SOCIOLOGY (SOC),13,39,3,13,39,3
,,,,3904,3440200,LANG O/T ENGLISH II - SPANISH,3,3,3,3,3,3
,,,,3904,3502300,"ART IV, DRAWING III",7,21,3,7,21,3
,,,,3904,13020300,MEDICAL TERMINOLOGY,3,3,3,3,3,3
,,,,3904,13029500,FORENSIC SCIENCE,3,3,3,3,3,3
,,,,3904,13032300,WELDING I,3,12,4,3,12,4
Total,,,,3904,,,278,"1,161",4.2,286,"1,188",4.2
,,,,3904,,,,,,,,
3905,DIBOLL ISD,TRADITIONAL ISD/CSD,,3905,3102500,INDEP STUDY IN MATH (1ST TIME),6,18,3,6,18,3
,,,,3905,3102501,INDEP STUDY IN MATH (2ND TIME),3,3,3,3,3,3
,,,,3905,3102502,INDEPEND STUDY MATH,3,3,3,3,3,3
,,,,3905,3155400,MUSIC STUDIES - MUSIC THEORY I,17,51,3,29,87,3
,,,,3905,3220400,ENGLISH IV (ENG 4),24,129,5.4,26,138,5.3
,,,,3905,3241400,COMMUNICATION APPLICATIONS,17,51,3,29,87,3
,,,,3905,3250400,"THEATRE IV, THEATRE ARTS IV",3,12,4,7,21,3
,,,,3905,3310300,ECONOMICS W/EMPH FREE ENTERPR,3,3,3,3,3,3
,,,,3905,3330100,UNITED STATES GOVERNMENT (GOVT,25,138,5.5,28,153,5.5
,,,,3905,3340100,US HISTORY STUDIES SINCE 1877,25,96,3.8,32,126,3.9
,,,,3905,3350100,PSYCHOLOGY (PSYCH),5,15,3,6,18,3
,,,,3905,3370100,SOCIOLOGY (SOC),20,60,3,30,90,3
,,,,3905,3500110,ART I - ART APPRECIATION,3,3,3,3,3,3
,,,,3905,13016600,ACCOUNTING I,3,3,3,3,3,3
,,,,3905,13020300,MEDICAL TERMINOLOGY,3,3,3,3,3,3
Total,,,,3905,,,151,594,3.9,201,762,3.8
,,,,3905,,,,,,,,
3906,ZAVALLA ISD,TRADITIONAL ISD/CSD,,3906,3102500,INDEP STUDY IN MATH (1ST TIME),3,3,3,3,3,3
,,,,3906,3155600,MUSIC STUDIES-MUSIC APPREC. I,3,3,3,3,3,3
,,,,3906,3220400,ENGLISH IV (ENG 4),10,30,3,10,30,3
,,,,3906,3330100,UNITED STATES GOVERNMENT (GOVT,10,30,3,10,30,3
,,,,3906,3350100,PSYCHOLOGY (PSYCH),6,24,4,6,24,4
,,,,3906,3370100,SOCIOLOGY (SOC),3,12,4,3,12,4
,,,,3906,3380001,SOCIAL STD ADV STDYS (1ST TME),11,33,3,11,33,3
,,,,3906,3500110,ART I - ART APPRECIATION,3,12,4,3,12,4
,,,,3906,13009900,PROFESSIONAL COMMUNICATIONS,3,12,4,3,12,4
Total,,,,3906,,,43,165,3.8,43,165,3.8
,,,,3906,,,,,,,,
3907,CENTRAL ISD,TRADITIONAL ISD/CSD,,3907,3102500,INDEP STUDY IN MATH (1ST TIME),6,18,3,6,24,4
,,,,3907,3220400,ENGLISH IV (ENG 4),9,27,3,11,33,3
,,,,3907,3221800,INDEP STUDY/ENGLISH (1ST TIME),3,3,3,3,3,3
,,,,3907,3240900,PUBLIC SPEAKING I (PUBSPKG1),3,3,3,6,18,3
,,,,3907,3241400,COMMUNICATION APPLICATIONS,3,3,3,5,15,3
,,,,3907,3250100,"THEATRE I, THEATRE ARTS I",3,3,3,6,24,4
,,,,3907,3330100,UNITED STATES GOVERNMENT (GOVT,5,15,3,7,21,3
,,,,3907,3340100,US HISTORY STUDIES SINCE 1877,5,15,3,6,24,4
,,,,3907,3350100,PSYCHOLOGY (PSYCH),3,12,4,6,18,3
,,,,3907,3370100,SOCIOLOGY (SOC),3,3,3,7,21,3
,,,,3907,3380002,SPEC TOPIC IN SOC STUD (1ST),7,21,3,10,30,3
,,,,3907,3440100,LANG O/T ENGLISH I - SPANISH,3,3,3,3,3,3
,,,,3907,13005900,HVAC & REFRIG TECHNOLOGY II,,0,,4,4,4
,,,,3907,13029300,LAW ENFORCEMENT I,,0,,3,3,3
,,,,3907,13029550,CRIMINAL INVESTIGATION,3,3,3,3,3,3
,,,,3907,13029600,COURT SYS & PRACTICES,3,3,3,3,3,3
,,,,3907,13032300,WELDING I,3,3,3,3,3,3
,,,,3907,13033000,PRCTM IN MANUFACTURING 1ST TME,6,6,6,6,6,6
Total,,,,3907,,,54,165,3.1,84,256,3
,,,,3907,,,,,,,,
4901,ARANSAS COUNTY ISD,TRADITIONAL ISD/CSD,,4901,3102500,INDEP STUDY IN MATH (1ST TIME),5,15,3,11,33,3
,,,,4901,3102501,INDEP STUDY IN MATH (2ND TIME),3,12,4,6,24,4
,,,,4901,3155600,MUSIC STUDIES-MUSIC APPREC. I,,0,,5,15,3
,,,,4901,3220400,ENGLISH IV (ENG 4),10,54,5.4,20,108,5.4
,,,,4901,3241400,COMMUNICATION APPLICATIONS,9,27,3,38,114,3
,,,,4901,3310300,ECONOMICS W/EMPH FREE ENTERPR,9,27,3,14,42,3
,,,,4901,3330100,UNITED STATES GOVERNMENT (GOVT,7,21,3,12,36,3
,,,,4901,3340100,US HISTORY STUDIES SINCE 1877,9,27,3,13,69,5.3
,,,,4901,3350100,PSYCHOLOGY (PSYCH),6,18,3,21,63,3
,,,,4901,3370100,SOCIOLOGY (SOC),6,18,3,10,30,3
,,,,4901,3500110,ART I - ART APPRECIATION,,0,,3,3,3
,,,,4901,13016600,ACCOUNTING I,,0,,3,12,4
,,,,4901,13016900,STAT & BUSNESS DECISION MAKING,3,12,4,6,18,3
,,,,4901,13020300,MEDICAL TERMINOLOGY,,0,,3,3,3
Total,,,,4901,,,65,231,3.6,162,573,3.5
,,,,4901,,,,,,,,
5901,ARCHER CITY ISD,TRADITIONAL ISD/CSD,,5901,3330100,UNITED STATES GOVERNMENT (GOVT,18,54,3,15,60,4
,,,,5901,3340100,US HISTORY STUDIES SINCE 1877,14,42,3,18,54,3
Total,,,,5901,,,25,96,3.8,29,114,3.9
,,,,5901,,,,,,,,
5902,HOLLIDAY ISD,TRADITIONAL ISD/CSD,,5902,3101100,PRECALCULUS (PRE CALC),17,103,6.1,22,126,5.7
,,,,5902,3220300,ENGLISH III (ENG 3),9,36,4,14,42,3
,,,,5902,3310300,ECONOMICS W/EMPH FREE ENTERPR,3,3,3,3,3,3
,,,,5902,3330100,UNITED STATES GOVERNMENT (GOVT,10,-999,-99.9,11,-999,-90.81818182
,,,,5902,3340100,US HISTORY STUDIES SINCE 1877,21,126,6,26,156,6
,,,,5902,A3220200,AP ENGLISH LITERATURE AND COMP,9,36,4,12,48,4
Total,,,,5902,,,61,334,5.5,76,408,5.4
,,,,5902,,,,,,,,
5904,WINDTHORST ISD,TRADITIONAL ISD/CSD,,5904,3220400,ENGLISH IV (ENG 4),15,81,5.4,15,81,5.4
Total,,,,5904,,,15,81,5.4,15,81,5.4
,,,,5904,,,,,,,,
6902,CLAUDE ISD,TRADITIONAL ISD/CSD,,6902,3102500,INDEP STUDY IN MATH (1ST TIME),3,3,3,3,3,3
,,,,6902,3221800,INDEP STUDY/ENGLISH (1ST TIME),6,24,4,6,24,4
,,,,6902,3241400,COMMUNICATION APPLICATIONS,3,3,3,3,12,4
,,,,6902,3330100,UNITED STATES GOVERNMENT (GOVT,9,27,3,9,27,3
,,,,6902,3340100,US HISTORY STUDIES SINCE 1877,14,42,3,18,54,3
,,,,6902,3350100,PSYCHOLOGY (PSYCH),13,39,3,15,45,3
,,,,6902,3500110,ART I - ART APPRECIATION,11,33,3,12,36,3
,,,,6902,13032300,WELDING I,17,51,3,17,51,3
,,,,6902,13032400,WELDING II,5,15,3,5,15,3
,,,,6902,13032500,PRECISION METAL MNUFACTURNG I,3,3,3,3,3,3
Total,,,,6902,,,64,252,3.9,70,276,3.9
,,,,6902,,,,,,,,
7901,CHARLOTTE ISD,TRADITIONAL ISD/CSD,,7901,3102500,INDEP STUDY IN MATH (1ST TIME),3,3,3,3,3,3
,,,,7901,3155600,MUSIC STUDIES-MUSIC APPREC. I,7,21,3,7,21,3
,,,,7901,3220300,ENGLISH III (ENG 3),3,12,4,6,18,3
,,,,7901,3241400,COMMUNICATION APPLICATIONS,6,24,4,10,30,3
,,,,7901,3330100,UNITED STATES GOVERNMENT (GOVT,3,3,3,3,3,3
,,,,7901,3340100,US HISTORY STUDIES SINCE 1877,10,30,3,9,36,4
,,,,7901,3350100,PSYCHOLOGY (PSYCH),6,18,3,7,21,3
,,,,7901,3370100,SOCIOLOGY (SOC),3,12,4,5,15,3
,,,,7901,13011400,BUSIN INFO MGT I,11,33,3,12,36,3
,,,,7901,13020300,MEDICAL TERMINOLOGY,3,3,3,3,3,3
,,,,7901,13020400,HEALTH SCIENCE THEORY,3,3,3,3,3,3
,,,,7901,13024800,CHILD GUIDANCE,4.5,4.5,4.5,4.5,4.5,4.5
,,,,7901,13025200,COSMETOLOGY I,3,12,4,5,15,3
,,,,7901,13025300,COSMETOLOGY II,6,18,3,7,21,3
,,,,7901,13032300,WELDING I,,0,,3,12,4
,,,,7901,N1290050,COLLEGE TRANSITION,10,30,3,10,30,3
Total,,,,7901,,,73,246,3.4,83,291,3.5
,,,,7901,,,,,,,,
7902,JOURDANTON ISD,TRADITIONAL ISD/CSD,,7902,3102500,INDEP STUDY IN MATH (1ST TIME),3,12,4,3,12,4
,,,,7902,3220300,ENGLISH III (ENG 3),17,102,6,20,120,6
,,,,7902,3220400,ENGLISH IV (ENG 4),18,108,6,18,108,6
,,,,7902,3310300,ECONOMICS W/EMPH FREE ENTERPR,3,3,3,3,3,3
,,,,7902,3330100,UNITED STATES GOVERNMENT (GOVT,10,30,3,10,30,3
,,,,7902,3340100,US HISTORY STUDIES SINCE 1877,15,87,5.8,17,96,5.6
,,,,7902,13011500,BUSIN INFO MGT II,14,81,5.8,14,81,5.8
