0,3101100
1,3220300
2,3220400
3,3310300
4,3330100
5,3340100
6,13009900
7,3220300
8,3220400
9,3241400
10,3310300
11,3330100
12,3340100
13,3350100
14,13014300
15,13020400
16,3101100
17,3102500
18,3220300
19,3220400
20,3221500
21,3241400
22,3330100
23,3340100
24,3350100
25,3370100
26,3380001
27,3500100
28,3500500
29,3580200
30,13008400
31,13012100
32,13020600
33,3102510
34,3220300
35,3220400
36,3340100
37,13009900
38,A3020000
39,3102500
40,3220300
41,3220400
42,3241400
43,3310300
44,3330100
45,3340100
46,3500100
47,13011500
48,13032300
49,3220300
50,3220400
51,3240900
52,3310300
53,3330100
54,3340100
55,3350100
56,3370100
57,3501700
58,13014300
59,3152700
60,3220400
61,3240900
62,3330100
63,3350100
64,3370100
65,3440300
66,3010200
67,3040000
68,3060200
69,3101100
70,3102520
71,3152700
72,3220300
73,3220400
74,3241400
75,3250700
76,3310300
77,3310301
78,3330100
79,3340100
80,3370100
81,3440400
82,3501700
83,13001000
84,13004200
85,13011400
86,13011700
87,13012100
88,13016200
89,13020200
90,13020300
91,13020400
92,13020500
93,13020600
94,13020700
95,13025200
96,13027200
97,13036700
98,13039600
99,13039700
100,PES00008
101,PES00013
102,PES00052
103,3102500
104,3102501
105,3152900
106,3220400
107,3221800
108,3241400
109,3250100
110,3330100
111,3340100
112,3350100
113,3370100
114,3380002
115,3501700
116,13020500
117,13020510
118,13037200
119,LD11110A
120,3102500
121,3220400
122,3330100
123,3340100
124,3100500
125,3220400
126,3241400
127,3250100
128,3310300
129,3330100
130,3340100
131,3350100
132,3370100
133,3502300
134,13005600
135,13009600
136,13012100
137,13020300
138,13027800
139,13032300
140,3102500
141,3102501
142,3102502
143,3152900
144,3220400
145,3241400
146,3250400
147,3330100
148,3340100
149,3350100
150,3370100
151,3501700
152,3220400
153,3330100
154,3350100
155,3380001
156,3380021
157,I3100300
158,N1170120
159,3102500
160,3330100
161,3102500
162,3220400
163,3241400
164,3310300
165,3330100
166,3340100
167,3350100
168,13016900
169,13020300
170,13022600
171,3101100
172,3310300
173,3340100
174,3340100
175,3220400
176,3330100
177,3330100
178,3340100
179,3350100
180,3152700
181,3220300
182,3220400
183,3241400
184,3340100
185,3340407
186,3350100
187,3380001
188,13004600
189,13005100
190,3220300
191,3220400
192,3310300
193,3330100
194,3340100
195,13002400
196,13011300
197,13011500
198,13020600
199,13039300
200,3101100
201,3220300
202,3220400
203,3241400
204,3330100
205,3340100
206,3350100
207,3370100
208,3380002
209,A3100101
210,3102500
211,3220300
212,3220400
213,3310300
214,3330100
215,3340100
216,3350100
217,3380002
218,13020300
219,13032300
220,3220400
221,3310300
222,3330100
223,3340100
224,13039600
225,3220400
226,3330100
227,3340100
228,3220400
229,3310300
230,3330100
231,3340100
232,3220400
233,3310300
234,3330100
235,3340100
236,3102500
237,3102501
238,3220400
239,3330100
240,3370100
241,3330100
242,3340100
243,3350100
244,3060200
245,3101100
246,3102500
247,12701500
248,12701510
249,A3010200
250,A3100102
251,A3100200
252,3220300
253,3220400
254,3270100
255,3330100
256,3340100
257,3370100
258,3220300
259,3220400
260,3270100
261,3330100
262,3340100
263,3370100
264,3220400
265,3310300
266,3330100
267,3102500
268,3102501
269,3220300
270,3220400
271,3310300
272,3330100
273,3340100
274,13032700
275,3101100
276,3220300
277,3220400
278,3241400
279,3310300
280,3330100
281,3350100
282,3440300
283,13020400
284,13029300
285,13029400
286,13032300
287,13032400
288,3221600
289,3221800
290,3270100
291,3340100
292,3501700
293,3102500
294,3102501
295,3220300
296,3220400
297,3330100
298,3340100
299,3350100
300,3810100
301,13020700
302,13036300
303,3040007
304,3100500
305,3101100
306,3220300
307,3220400
308,3310300
309,3340107
310,3102500
311,3102501
312,3220300
313,3220400
314,3240900
315,3310300
316,3330100
317,3340100
318,3350100
319,13020600
320,13037200
321,13037210
322,3220300
323,3220400
324,3241400
325,3330100
326,13011500
327,13020300
328,3102500
329,3102501
330,3220300
331,3220400
332,3241400
333,3310300
334,3330100
335,3340100
336,3350100
337,3370100
338,12701500
339,13020200
340,13020600
341,13020700
342,13022200
343,13022600
344,13022710
345,13036300
346,13037200
347,13037210
348,13037220
349,3220300
350,3220400
351,3330100
352,3340100
353,3050000
354,3102500
355,3102501
356,3220300
357,3330100
358,3340100
359,3380001
360,13037200
361,13037210
362,3010200
363,3040000
364,3101100
365,3102500
366,3220300
367,3220400
368,3340100
369,13020600
370,3152900
371,3220400
372,3340100
373,3220400
374,3310300
375,3330100
376,13029200
377,13032300
378,3102500
379,3152900
380,3220300
381,3220400
382,3340100
383,3350100
384,3501700
385,3220400
386,3310300
387,3330100
388,3340100
389,3101100
390,3220400
391,3310300
392,3330100
393,3350100
394,13009900
395,3220300
396,3350100
397,13039600
398,3220400
399,N1290050
400,3220300
401,3220400
402,3440300
403,3220300
404,3330100
405,3340100
406,3340400
407,3101100
408,3220300
409,3220300
410,3220400
411,A3100101
412,A3100102
413,A3100200
414,A3440100
415,3101100
416,3152700
417,3220300
418,3220400
419,3310300
420,3330100
421,3340400
422,13001500
423,13008500
424,13008700
425,13009900
426,13016600
427,13020500
428,13020510
429,13020600
430,13027300
431,13027500
432,13029300
433,13029400
434,13039400
435,13039500
436,13039600
437,13039700
438,13040400
439,3101100
440,3102400
441,3220300
442,3220400
443,3340100
444,3350100
445,13027200
446,13028000
447,13032500
448,13032900
449,13037100
450,13039500
451,3102500
452,A3010200
453,A3150200
454,3010200
455,3040000
456,3050000
457,3101100
458,3220300
459,3220400
460,3221200
461,3241400
462,3250100
463,3330100
464,3340100
465,3370100
466,3380002
467,3380032
468,3440100
469,3440200
470,3440300
471,3440400
472,3810100
473,12701500
474,12701510
475,13005000
476,13005400
477,13005600
478,13005700
479,13005800
480,13006000
481,13011400
482,13011500
483,13020500
484,13020510
485,13020600
486,13022800
487,13022900
488,13028000
489,13028010
490,13029300
491,13029400
492,13029900
493,13032300
494,13032600
495,13037200
496,13039300
497,13039400
498,13039500
499,13039600
500,13039700
501,13039800
502,13039900
503,13040400
504,A3010200
505,A3440100
506,PES00055
507,3010207
508,3220300
509,3220400
510,3310300
511,3330100
512,3340100
513,3350100
514,13009900
515,13028000
516,13028010
517,13032900
518,13039300
519,13039500
520,13039600
521,3102500
522,3152700
523,3220300
524,3220400
525,3310300
526,3330100
527,3340100
528,3440300
529,13020600
530,13027300
531,13027400
532,13032500
533,13039300
534,13039400
535,13039500
536,13039600
537,3101100
538,3102500
539,3220300
540,3250400
541,3440400
542,3980300
543,13000700
544,13001800
545,13011400
546,13011500
547,13020600
548,13028000
549,13032600
550,13039300
551,13039400
552,13039600
553,13039700
554,A3010200
555,A3100102
556,A3100200
557,A3220200
558,A3340100
559,A3440100
560,A3440200
561,3101100
562,3220300
563,3220400
564,3241400
565,3310300
566,3330100
567,3340100
568,3350100
569,3370100
570,3440300
571,13020600
572,13028000
573,13028010
574,13029200
575,13032600
576,13039300
577,13039500
578,13039600
579,13040410
580,3101100
581,3102501
582,3220300
583,3220400
584,3330100
585,3340100
586,13028000
587,13028010
588,13032600
589,13032900
590,13039400
591,13039500
592,13040200
593,A3100101
594,A3100102
595,A3100200
596,3220400
597,3310300
598,3330100
599,3220300
600,13020600
601,A3010200
602,A3340100
603,3101100
604,3102500
605,3102510
606,3220400
607,3310300
608,3330100
609,3340100
610,3430300
611,3440300
612,3500500
613,12701500
614,13020300
615,13027800
616,13028000
617,13028010
618,13029200
619,13029600
620,13032600
621,13032900
622,13039500
623,13039700
624,13040410
625,A3010200
626,A3020000
627,A3050002
628,A3100101
629,A3100102
630,A3100200
631,A3220100
632,A3220200
633,A3310200
634,A3330100
635,A3340100
636,A3430100
637,3220300
638,3220400
639,3350100
640,3380003
641,13014200
642,13014400
643,13016700
644,13020500
645,13020600
646,13029300
647,13032800
648,13039500
649,13039800
650,13039900
651,N1302803
652,N1302804
653,3101100
654,3152700
655,3220300
656,3241400
657,13032400
658,13036400
659,3220400
660,3310300
661,3330100
662,3340100
663,3220400
664,3221100
665,3241400
666,3310300
667,3102501
668,3220300
669,3220400
670,3310300
671,3330100
672,3340100
673,3350100
674,3220300
675,3220400
676,3310300
677,3330100
678,3340100
679,3101100
680,3220400
681,3340100
682,3350100
683,3370100
684,3220400
685,3330100
686,3340100
687,3350100
688,3370100
689,3330100
690,3102500
691,3220400
692,3240900
693,3380001
694,13020600
695,3102500
696,3220400
697,13020600
698,3102500
699,3220400
700,3101100
701,3220300
702,3220400
703,3330100
704,3340100
705,3440300
706,3440400
707,13025200
708,13032400
709,13033000
710,13039600
711,13039700
712,A3100101
713,N1120039
714,3040007
715,3101100
716,3102500
717,3102502
718,3220400
719,3340100
720,3350100
721,3102500
722,3220400
723,3340100
724,3040000
725,3102500
726,3220400
727,3340100
728,3350100
729,13025200
730,A3010200
731,13005100
732,13025200
733,13025300
734,13032300
735,13039600
736,13040400
737,3100600
738,3101100
739,3102510
740,3151900
741,3220400
742,3230110
743,3230120
744,3230140
745,3230150
746,3231000
747,3250500
748,3330100
749,3340100
750,3350100
751,3380001
752,3380021
753,3410400
754,13004200
755,13005200
756,13008500
757,13008600
758,13008700
759,13008710
760,13011400
761,13016600
762,13016900
763,13020500
764,13022600
765,13022700
766,13024700
